primaryKey,season,dt,playerId,playerName,teamId,player1Id,player2Id,player3Id,player4Id,player5Id,player1Name,player2Name,player3Name,player4Name,player5Name,points,assists,rebounds,fouls,foulsDrawn,turnovers,steals,blocks,fieldGoalAttempts,fieldGoals,assistedFieldGoals,threePtAttempts,threePtMade,assisted3PtMade,freeThrowAttempts,freeThrowsMade,possessions,seconds
1626185_1626150_1626185_1626205_1627738_1628397_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626150,1626185,1626205,1627738,1628397,"Andrew Harrison","Jarell Martin","Vincent Hunter","Deyonta Davis","Ivan Rabb",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27
1626185_1626150_1626185_1627738_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626150,1626185,1627738,1627782,1628415,"Andrew Harrison","Jarell Martin","Deyonta Davis","Wayne Selden","Dillon Brooks",8,2,1,1,1,1,0,0,3,3,2,0,0,0,3,2,8,100
1626185_1626150_1626185_1627738_1627782_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626150,1626185,1627738,1627782,1628424,"Andrew Harrison","Jarell Martin","Deyonta Davis","Wayne Selden","Kobi Simmons",2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,15
1626185_1626150_1626185_1627744_1627988_1628397_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626150,1626185,1627744,1627988,1628397,"Andrew Harrison","Jarell Martin","Brice Johnson","Myke Henry","Ivan Rabb",3,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,2,29
1626185_1626150_1626185_1627988_1628397_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626150,1626185,1627988,1628397,1628415,"Andrew Harrison","Jarell Martin","Myke Henry","Ivan Rabb","Dillon Brooks",2,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,38
1626185_1626185_1627362_1627738_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626185,1627362,1627738,1627782,1628415,"Jarell Martin","Briante Weber","Deyonta Davis","Wayne Selden","Dillon Brooks",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1626185_1626185_1627738_1627782_1627988_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626185,1627738,1627782,1627988,1628415,"Jarell Martin","Deyonta Davis","Wayne Selden","Myke Henry","Dillon Brooks",2,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0,5,77
1626185_1626185_1627738_1628397_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626185,1627738,1628397,1628415,1628424,"Jarell Martin","Deyonta Davis","Ivan Rabb","Dillon Brooks","Kobi Simmons",3,0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,3,42
1626185_1626185_1627744_1627782_1627988_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,1626185,1627744,1627782,1627988,1628424,"Jarell Martin","Brice Johnson","Wayne Selden","Myke Henry","Kobi Simmons",2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2,37
1626185_201144_201148_201936_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201148,201936,1626185,1628415,"Mike Conley","Brandan Wright","Tyreke Evans","Jarell Martin","Dillon Brooks",0,0,2,2,2,1,0,1,3,0,0,1,0,0,0,0,9,142
1626185_201144_201148_203516_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201148,203516,1626150,1626185,"Mike Conley","Brandan Wright","James Ennis III","Andrew Harrison","Jarell Martin",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12
1626185_201144_201188_1626150_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,1626150,1626185,1628415,"Mike Conley","Marc Gasol","Andrew Harrison","Jarell Martin","Dillon Brooks",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,27
1626185_201144_201188_201596_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,201596,1626185,1628415,"Mike Conley","Marc Gasol","Mario Chalmers","Jarell Martin","Dillon Brooks",0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,51
1626185_201144_201188_201596_201936_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,201596,201936,1626185,"Mike Conley","Marc Gasol","Mario Chalmers","Tyreke Evans","Jarell Martin",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1626185_201144_201188_201596_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,201596,203516,1626185,"Mike Conley","Marc Gasol","Mario Chalmers","James Ennis III","Jarell Martin",4,0,2,3,0,1,0,0,4,2,1,1,0,0,0,0,8,96
1626185_201144_201188_201936_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,201936,1626150,1626185,"Mike Conley","Marc Gasol","Tyreke Evans","Andrew Harrison","Jarell Martin",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1626185_201144_201188_201936_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,201936,1626185,1628415,"Mike Conley","Marc Gasol","Tyreke Evans","Jarell Martin","Dillon Brooks",2,0,1,3,0,0,0,1,4,1,0,1,0,0,0,0,8,102
1626185_201144_201188_201936_203463_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,201936,203463,1626185,"Mike Conley","Marc Gasol","Tyreke Evans","Ben McLemore","Jarell Martin",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19
1626185_201144_201188_201936_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,201936,203516,1626185,"Mike Conley","Marc Gasol","Tyreke Evans","James Ennis III","Jarell Martin",4,0,6,2,0,1,0,0,4,1,1,1,1,1,1,1,11,187
1626185_201144_201188_203463_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,203463,203516,1626185,"Mike Conley","Marc Gasol","Ben McLemore","James Ennis III","Jarell Martin",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,33
1626185_201144_201188_203516_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,203516,1626150,1626185,"Mike Conley","Marc Gasol","James Ennis III","Andrew Harrison","Jarell Martin",26,5,18,6,4,4,3,5,23,10,8,7,3,3,3,3,64,964
1626185_201144_201188_203516_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201188,203516,1626185,1628415,"Mike Conley","Marc Gasol","James Ennis III","Jarell Martin","Dillon Brooks",19,2,15,11,6,4,3,2,15,7,5,5,1,1,8,4,54,887
1626185_201144_201936_203516_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201144,201936,203516,1626185,1628415,"Mike Conley","Tyreke Evans","James Ennis III","Jarell Martin","Dillon Brooks",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1626185_201148_1626150_1626185_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,1626150,1626185,1627782,1628415,"Brandan Wright","Andrew Harrison","Jarell Martin","Wayne Selden","Dillon Brooks",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26
1626185_201148_1626150_1626185_1627988_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,1626150,1626185,1627988,1628415,"Brandan Wright","Andrew Harrison","Jarell Martin","Myke Henry","Dillon Brooks",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
1626185_201148_201188_1626185_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201188,1626185,1627782,1628415,"Brandan Wright","Marc Gasol","Jarell Martin","Wayne Selden","Dillon Brooks",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,31
1626185_201148_201596_201936_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201596,201936,1626185,1628415,"Brandan Wright","Mario Chalmers","Tyreke Evans","Jarell Martin","Dillon Brooks",2,1,2,0,1,0,0,1,2,0,0,1,0,0,2,2,7,121
1626185_201148_201596_201936_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201596,201936,203516,1626185,"Brandan Wright","Mario Chalmers","Tyreke Evans","James Ennis III","Jarell Martin",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,26
1626185_201148_201596_203463_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201596,203463,203516,1626185,"Brandan Wright","Mario Chalmers","Ben McLemore","James Ennis III","Jarell Martin",2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,4
1626185_201148_201596_203516_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201596,203516,1626150,1626185,"Brandan Wright","Mario Chalmers","James Ennis III","Andrew Harrison","Jarell Martin",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,13
1626185_201148_201596_203516_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201596,203516,1626185,1627782,"Brandan Wright","Mario Chalmers","James Ennis III","Jarell Martin","Wayne Selden",0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,60
1626185_201148_201596_203516_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201596,203516,1626185,1628415,"Brandan Wright","Mario Chalmers","James Ennis III","Jarell Martin","Dillon Brooks",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20
1626185_201148_201936_1626150_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201936,1626150,1626185,1628415,"Brandan Wright","Tyreke Evans","Andrew Harrison","Jarell Martin","Dillon Brooks",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38
1626185_201148_201936_202718_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201936,202718,1626185,1628415,"Brandan Wright","Tyreke Evans","Chandler Parsons","Jarell Martin","Dillon Brooks",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13
1626185_201148_201936_203463_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201936,203463,203516,1626185,"Brandan Wright","Tyreke Evans","Ben McLemore","James Ennis III","Jarell Martin",4,0,0,1,0,0,0,0,3,2,2,0,0,0,0,0,4,84
1626185_201148_201936_203516_1626185_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,201936,203516,1626185,1628424,"Brandan Wright","Tyreke Evans","James Ennis III","Jarell Martin","Kobi Simmons",1,0,2,0,1,0,0,1,2,0,0,0,0,0,1,1,3,58
1626185_201148_203516_1626150_1626185_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201148,203516,1626150,1626185,1628424,"Brandan Wright","James Ennis III","Andrew Harrison","Jarell Martin","Kobi Simmons",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,48
1626185_201188_1626150_1626185_1627782_1627988_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,1626150,1626185,1627782,1627988,"Marc Gasol","Andrew Harrison","Jarell Martin","Wayne Selden","Myke Henry",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,35
1626185_201188_1626150_1626185_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,1626150,1626185,1627782,1628415,"Marc Gasol","Andrew Harrison","Jarell Martin","Wayne Selden","Dillon Brooks",17,3,10,5,1,2,1,1,14,8,5,1,1,1,0,0,33,565
1626185_201188_1626150_1626185_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,1626150,1626185,1628415,1628424,"Marc Gasol","Andrew Harrison","Jarell Martin","Dillon Brooks","Kobi Simmons",3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,3,44
1626185_201188_1626185_1627782_1627988_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,1626185,1627782,1627988,1628415,"Marc Gasol","Jarell Martin","Wayne Selden","Myke Henry","Dillon Brooks",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15
1626185_201188_1626185_1627782_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,1626185,1627782,1628415,1628424,"Marc Gasol","Jarell Martin","Wayne Selden","Dillon Brooks","Kobi Simmons",2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,4,71
1626185_201188_1626185_1627782_1628415_1628504_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,1626185,1627782,1628415,1628504,"Marc Gasol","Jarell Martin","Wayne Selden","Dillon Brooks","Xavier Rathan-Mayes",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19
1626185_201188_1626185_1627988_1628397_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,1626185,1627988,1628397,1628415,"Marc Gasol","Jarell Martin","Myke Henry","Ivan Rabb","Dillon Brooks",2,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,5,69
1626185_201188_201596_1626150_1626185_1627988_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,1626150,1626185,1627988,"Marc Gasol","Mario Chalmers","Andrew Harrison","Jarell Martin","Myke Henry",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
1626185_201188_201596_1626150_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,1626150,1626185,1628415,"Marc Gasol","Mario Chalmers","Andrew Harrison","Jarell Martin","Dillon Brooks",6,0,3,0,0,1,0,0,3,3,1,0,0,0,0,0,5,96
1626185_201188_201596_1626185_1627738_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,1626185,1627738,1628415,"Marc Gasol","Mario Chalmers","Jarell Martin","Deyonta Davis","Dillon Brooks",2,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,2,41
1626185_201188_201596_1626185_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,1626185,1627782,1628415,"Marc Gasol","Mario Chalmers","Jarell Martin","Wayne Selden","Dillon Brooks",4,0,4,3,0,2,0,0,6,2,1,1,0,0,0,0,11,181
1626185_201188_201596_1626185_1627988_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,1626185,1627988,1628415,"Marc Gasol","Mario Chalmers","Jarell Martin","Myke Henry","Dillon Brooks",2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,6,91
1626185_201188_201596_1626185_1628397_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,1626185,1628397,1628415,"Marc Gasol","Mario Chalmers","Jarell Martin","Ivan Rabb","Dillon Brooks",2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,33
1626185_201188_201596_1626185_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,1626185,1628415,1628424,"Marc Gasol","Mario Chalmers","Jarell Martin","Dillon Brooks","Kobi Simmons",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19
1626185_201188_201596_201936_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,201936,1626185,1627782,"Marc Gasol","Mario Chalmers","Tyreke Evans","Jarell Martin","Wayne Selden",8,0,10,2,2,2,2,0,7,3,2,2,0,0,2,2,21,283
1626185_201188_201596_201936_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,201936,1626185,1628415,"Marc Gasol","Mario Chalmers","Tyreke Evans","Jarell Martin","Dillon Brooks",8,0,1,7,2,0,0,2,6,3,3,1,1,1,1,1,16,217
1626185_201188_201596_201936_202718_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,201936,202718,1626185,"Marc Gasol","Mario Chalmers","Tyreke Evans","Chandler Parsons","Jarell Martin",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,42
1626185_201188_201596_201936_203463_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,201936,203463,1626185,"Marc Gasol","Mario Chalmers","Tyreke Evans","Ben McLemore","Jarell Martin",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,14
1626185_201188_201596_201936_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,201936,203516,1626185,"Marc Gasol","Mario Chalmers","Tyreke Evans","James Ennis III","Jarell Martin",4,1,3,3,1,0,2,0,5,2,0,1,0,0,0,0,13,153
1626185_201188_201596_202718_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,202718,1626150,1626185,"Marc Gasol","Mario Chalmers","Chandler Parsons","Andrew Harrison","Jarell Martin",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,39
1626185_201188_201596_202718_1626185_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,202718,1626185,1628424,"Marc Gasol","Mario Chalmers","Chandler Parsons","Jarell Martin","Kobi Simmons",2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,39
1626185_201188_201596_202718_203463_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,202718,203463,1626185,"Marc Gasol","Mario Chalmers","Chandler Parsons","Ben McLemore","Jarell Martin",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
1626185_201188_201596_203210_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203210,1626150,1626185,"Marc Gasol","Mario Chalmers","JaMychal Green","Andrew Harrison","Jarell Martin",3,0,0,1,0,1,0,0,2,1,1,1,1,1,0,0,4,57
1626185_201188_201596_203210_1626185_1627988_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203210,1626185,1627988,"Marc Gasol","Mario Chalmers","JaMychal Green","Jarell Martin","Myke Henry",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1626185_201188_201596_203210_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203210,1626185,1628415,"Marc Gasol","Mario Chalmers","JaMychal Green","Jarell Martin","Dillon Brooks",3,5,5,2,2,0,1,1,5,1,1,1,0,0,2,1,19,314
1626185_201188_201596_203210_203463_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203210,203463,1626185,"Marc Gasol","Mario Chalmers","JaMychal Green","Ben McLemore","Jarell Martin",2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,21
1626185_201188_201596_203463_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203463,1626150,1626185,"Marc Gasol","Mario Chalmers","Ben McLemore","Andrew Harrison","Jarell Martin",3,0,2,0,1,0,0,0,1,1,1,0,0,0,1,1,3,46
