primaryKey,season,dt,playerId,playerName,teamId,player1Id,player2Id,player3Id,player4Id,player5Id,player1Name,player2Name,player3Name,player4Name,player5Name,points,assists,rebounds,fouls,foulsDrawn,turnovers,steals,blocks,fieldGoalAttempts,fieldGoals,assistedFieldGoals,threePtAttempts,threePtMade,assisted3PtMade,freeThrowAttempts,freeThrowsMade,possessions,seconds
1626185_201188_201596_203463_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203463,1626185,1627782,"Marc Gasol","Mario Chalmers","Ben McLemore","Jarell Martin","Wayne Selden",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,31
1626185_201188_201596_203463_1626185_1627988_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203463,1626185,1627988,"Marc Gasol","Mario Chalmers","Ben McLemore","Jarell Martin","Myke Henry",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,43
1626185_201188_201596_203463_1626185_1628397_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203463,1626185,1628397,"Marc Gasol","Mario Chalmers","Ben McLemore","Jarell Martin","Ivan Rabb",1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,4,76
1626185_201188_201596_203463_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203463,1626185,1628415,"Marc Gasol","Mario Chalmers","Ben McLemore","Jarell Martin","Dillon Brooks",10,1,5,5,2,1,1,0,7,4,2,1,0,0,2,2,19,278
1626185_201188_201596_203463_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203463,203516,1626185,"Marc Gasol","Mario Chalmers","Ben McLemore","James Ennis III","Jarell Martin",7,1,1,0,3,2,0,0,3,2,1,0,0,0,4,3,10,102
1626185_201188_201596_203516_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203516,1626150,1626185,"Marc Gasol","Mario Chalmers","James Ennis III","Andrew Harrison","Jarell Martin",4,0,7,2,0,0,1,1,5,2,2,1,0,0,0,0,15,275
1626185_201188_201596_203516_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203516,1626185,1627782,"Marc Gasol","Mario Chalmers","James Ennis III","Jarell Martin","Wayne Selden",6,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,4,77
1626185_201188_201596_203516_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203516,1626185,1628415,"Marc Gasol","Mario Chalmers","James Ennis III","Jarell Martin","Dillon Brooks",0,1,1,3,0,2,0,0,1,0,0,0,0,0,0,0,8,90
1626185_201188_201596_203516_1626185_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201596,203516,1626185,1628424,"Marc Gasol","Mario Chalmers","James Ennis III","Jarell Martin","Kobi Simmons",2,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,5,102
1626185_201188_201936_1626150_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,1626150,1626185,1628415,"Marc Gasol","Tyreke Evans","Andrew Harrison","Jarell Martin","Dillon Brooks",5,2,4,5,2,0,1,3,9,1,1,2,0,0,3,3,23,363
1626185_201188_201936_1626185_1627362_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,1626185,1627362,1627782,"Marc Gasol","Tyreke Evans","Jarell Martin","Briante Weber","Wayne Selden",0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,40
1626185_201188_201936_1626185_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,1626185,1627782,1628415,"Marc Gasol","Tyreke Evans","Jarell Martin","Wayne Selden","Dillon Brooks",2,1,2,2,0,0,0,1,2,1,1,0,0,0,0,0,7,173
1626185_201188_201936_1626185_1627988_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,1626185,1627988,1628415,"Marc Gasol","Tyreke Evans","Jarell Martin","Myke Henry","Dillon Brooks",1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,5,67
1626185_201188_201936_1626185_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,1626185,1628415,1628424,"Marc Gasol","Tyreke Evans","Jarell Martin","Dillon Brooks","Kobi Simmons",2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,63
1626185_201188_201936_202718_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,202718,1626185,1628415,"Marc Gasol","Tyreke Evans","Chandler Parsons","Jarell Martin","Dillon Brooks",2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,40
1626185_201188_201936_203210_1626185_1627362_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203210,1626185,1627362,"Marc Gasol","Tyreke Evans","JaMychal Green","Jarell Martin","Briante Weber",2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,11
1626185_201188_201936_203210_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203210,1626185,1627782,"Marc Gasol","Tyreke Evans","JaMychal Green","Jarell Martin","Wayne Selden",3,1,0,0,1,0,0,0,1,1,1,0,0,0,2,1,3,45
1626185_201188_201936_203210_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203210,1626185,1628415,"Marc Gasol","Tyreke Evans","JaMychal Green","Jarell Martin","Dillon Brooks",13,1,10,2,0,1,0,2,9,5,4,5,3,3,0,0,23,382
1626185_201188_201936_203210_203463_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203210,203463,1626185,"Marc Gasol","Tyreke Evans","JaMychal Green","Ben McLemore","Jarell Martin",3,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,17
1626185_201188_201936_203463_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203463,1626150,1626185,"Marc Gasol","Tyreke Evans","Ben McLemore","Andrew Harrison","Jarell Martin",0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,4,36
1626185_201188_201936_203463_1626185_1627738_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203463,1626185,1627738,"Marc Gasol","Tyreke Evans","Ben McLemore","Jarell Martin","Deyonta Davis",2,0,1,2,1,1,0,0,0,0,0,0,0,0,2,2,3,53
1626185_201188_201936_203463_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203463,1626185,1627782,"Marc Gasol","Tyreke Evans","Ben McLemore","Jarell Martin","Wayne Selden",3,0,1,1,0,0,0,0,2,1,1,1,1,1,0,0,4,91
1626185_201188_201936_203463_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203463,1626185,1628415,"Marc Gasol","Tyreke Evans","Ben McLemore","Jarell Martin","Dillon Brooks",2,0,2,0,0,0,1,0,2,1,1,1,0,0,0,0,5,58
1626185_201188_201936_203463_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203463,203516,1626185,"Marc Gasol","Tyreke Evans","Ben McLemore","James Ennis III","Jarell Martin",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,71
1626185_201188_201936_203516_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203516,1626150,1626185,"Marc Gasol","Tyreke Evans","James Ennis III","Andrew Harrison","Jarell Martin",5,1,2,2,0,0,1,0,4,2,2,1,1,1,0,0,10,178
1626185_201188_201936_203516_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203516,1626185,1627782,"Marc Gasol","Tyreke Evans","James Ennis III","Jarell Martin","Wayne Selden",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,31
1626185_201188_201936_203516_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203516,1626185,1628415,"Marc Gasol","Tyreke Evans","James Ennis III","Jarell Martin","Dillon Brooks",0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,4,71
1626185_201188_201936_203516_1626185_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,201936,203516,1626185,1628424,"Marc Gasol","Tyreke Evans","James Ennis III","Jarell Martin","Kobi Simmons",15,0,9,2,1,0,0,0,10,7,5,0,0,0,2,1,18,287
1626185_201188_202705_203104_203463_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202705,203104,203463,1626185,"Marc Gasol","MarShon Brooks","Marquis Teague","Ben McLemore","Jarell Martin",2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,3,31
1626185_201188_202705_203463_1626185_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202705,203463,1626185,1628424,"Marc Gasol","MarShon Brooks","Ben McLemore","Jarell Martin","Kobi Simmons",2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,21
1626185_201188_202718_1626150_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202718,1626150,1626185,1627782,"Marc Gasol","Chandler Parsons","Andrew Harrison","Jarell Martin","Wayne Selden",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1626185_201188_202718_1626150_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202718,1626150,1626185,1628415,"Marc Gasol","Chandler Parsons","Andrew Harrison","Jarell Martin","Dillon Brooks",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,33
1626185_201188_202718_1626185_1628415_1628504_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202718,1626185,1628415,1628504,"Marc Gasol","Chandler Parsons","Jarell Martin","Dillon Brooks","Xavier Rathan-Mayes",3,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,4,40
1626185_201188_202718_203210_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202718,203210,1626150,1626185,"Marc Gasol","Chandler Parsons","JaMychal Green","Andrew Harrison","Jarell Martin",6,0,0,1,0,0,0,0,4,3,3,0,0,0,0,0,5,98
1626185_201188_202718_203210_1626185_1627362_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202718,203210,1626185,1627362,"Marc Gasol","Chandler Parsons","JaMychal Green","Jarell Martin","Briante Weber",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,49
1626185_201188_202718_203210_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202718,203210,1626185,1628415,"Marc Gasol","Chandler Parsons","JaMychal Green","Jarell Martin","Dillon Brooks",7,0,2,0,3,0,0,0,2,1,0,0,0,0,6,5,7,66
1626185_201188_202718_203516_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,202718,203516,1626150,1626185,"Marc Gasol","Chandler Parsons","James Ennis III","Andrew Harrison","Jarell Martin",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16
1626185_201188_203104_1626185_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203104,1626185,1627782,1628415,"Marc Gasol","Marquis Teague","Jarell Martin","Wayne Selden","Dillon Brooks",1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,3,53
1626185_201188_203104_203210_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203104,203210,1626185,1628415,"Marc Gasol","Marquis Teague","JaMychal Green","Jarell Martin","Dillon Brooks",2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,42
1626185_201188_203104_203463_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203104,203463,1626185,1627782,"Marc Gasol","Marquis Teague","Ben McLemore","Jarell Martin","Wayne Selden",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23
1626185_201188_203104_203463_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203104,203463,1626185,1628415,"Marc Gasol","Marquis Teague","Ben McLemore","Jarell Martin","Dillon Brooks",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,35
1626185_201188_203210_1626150_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626150,1626185,1627782,"Marc Gasol","JaMychal Green","Andrew Harrison","Jarell Martin","Wayne Selden",0,0,4,1,0,0,1,0,2,0,0,0,0,0,0,0,8,149
1626185_201188_203210_1626150_1626185_1627988_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626150,1626185,1627988,"Marc Gasol","JaMychal Green","Andrew Harrison","Jarell Martin","Myke Henry",2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,17
1626185_201188_203210_1626150_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626150,1626185,1628415,"Marc Gasol","JaMychal Green","Andrew Harrison","Jarell Martin","Dillon Brooks",23,5,9,3,3,0,0,2,20,9,8,10,2,2,4,3,41,607
1626185_201188_203210_1626185_1627362_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626185,1627362,1628415,"Marc Gasol","JaMychal Green","Jarell Martin","Briante Weber","Dillon Brooks",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18
1626185_201188_203210_1626185_1627782_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626185,1627782,1628415,"Marc Gasol","JaMychal Green","Jarell Martin","Wayne Selden","Dillon Brooks",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8
1626185_201188_203210_1626185_1627782_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626185,1627782,1628424,"Marc Gasol","JaMychal Green","Jarell Martin","Wayne Selden","Kobi Simmons",0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,4,56
1626185_201188_203210_1626185_1627988_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626185,1627988,1628415,"Marc Gasol","JaMychal Green","Jarell Martin","Myke Henry","Dillon Brooks",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,22
1626185_201188_203210_1626185_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626185,1628415,1628424,"Marc Gasol","JaMychal Green","Jarell Martin","Dillon Brooks","Kobi Simmons",8,6,4,3,1,2,1,0,7,4,2,1,0,0,1,0,24,341
1626185_201188_203210_1626185_1628415_1628504_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,1626185,1628415,1628504,"Marc Gasol","JaMychal Green","Jarell Martin","Dillon Brooks","Xavier Rathan-Mayes",3,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,21
1626185_201188_203210_203463_1626185_1628504_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,203463,1626185,1628504,"Marc Gasol","JaMychal Green","Ben McLemore","Jarell Martin","Xavier Rathan-Mayes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
1626185_201188_203210_203463_203516_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,203463,203516,1626185,"Marc Gasol","JaMychal Green","Ben McLemore","James Ennis III","Jarell Martin",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,17
1626185_201188_203210_203516_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203210,203516,1626150,1626185,"Marc Gasol","JaMychal Green","James Ennis III","Andrew Harrison","Jarell Martin",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,46
1626185_201188_203463_1626150_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203463,1626150,1626185,1628415,"Marc Gasol","Ben McLemore","Andrew Harrison","Jarell Martin","Dillon Brooks",2,0,1,4,0,2,0,0,1,1,1,0,0,0,0,0,7,115
1626185_201188_203463_1626185_1627782_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203463,1626185,1627782,1628424,"Marc Gasol","Ben McLemore","Jarell Martin","Wayne Selden","Kobi Simmons",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17
1626185_201188_203463_1626185_1627988_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203463,1626185,1627988,1628424,"Marc Gasol","Ben McLemore","Jarell Martin","Myke Henry","Kobi Simmons",1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,2,13
1626185_201188_203463_1626185_1628415_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203463,1626185,1628415,1628424,"Marc Gasol","Ben McLemore","Jarell Martin","Dillon Brooks","Kobi Simmons",2,1,3,3,0,1,0,0,3,1,1,0,0,0,0,0,11,154
1626185_201188_203463_203516_1626150_1626185_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203463,203516,1626150,1626185,"Marc Gasol","Ben McLemore","James Ennis III","Andrew Harrison","Jarell Martin",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,32
1626185_201188_203516_1626150_1626185_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203516,1626150,1626185,1627782,"Marc Gasol","James Ennis III","Andrew Harrison","Jarell Martin","Wayne Selden",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18
1626185_201188_203516_1626150_1626185_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203516,1626150,1626185,1628415,"Marc Gasol","James Ennis III","Andrew Harrison","Jarell Martin","Dillon Brooks",4,0,3,0,1,0,1,0,3,1,0,0,0,0,2,2,6,117
1626185_201188_203516_1626150_1626185_1628424_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201188,203516,1626150,1626185,1628424,"Marc Gasol","James Ennis III","Andrew Harrison","Jarell Martin","Kobi Simmons",3,0,3,3,0,0,0,1,3,1,0,0,0,0,1,1,10,211
1626185_201596_1626150_1626185_1626205_1627738_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201596,1626150,1626185,1626205,1627738,"Mario Chalmers","Andrew Harrison","Jarell Martin","Vincent Hunter","Deyonta Davis",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,47
1626185_201596_1626150_1626185_1627738_1627782_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201596,1626150,1626185,1627738,1627782,"Mario Chalmers","Andrew Harrison","Jarell Martin","Deyonta Davis","Wayne Selden",0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,4,72
1626185_201596_1626150_1626185_1627738_1628415_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201596,1626150,1626185,1627738,1628415,"Mario Chalmers","Andrew Harrison","Jarell Martin","Deyonta Davis","Dillon Brooks",6,0,3,0,1,0,0,0,4,3,1,0,0,0,0,0,6,85
1626185_201596_1626150_1626185_1627782_1628397_2017-18,2017-18,2018-04-21T23:23:23.479,1626185,"Jarell Martin",1610612763,201596,1626150,1626185,1627782,1628397,"Mario Chalmers","Andrew Harrison","Jarell Martin","Wayne Selden","Ivan Rabb",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,33
