,playerName,PPS-ePPSO,PPS-ePPSD
0,Vince Carter,0.14255777303000314,-0.09774304295880198
1,Dirk Nowitzki,0.16715455876489324,-0.3659220495111009
2,Jason Terry,-0.024627513474348824,-0.31003070790785214
3,Manu Ginobili,0.17772436867789942,-0.2719642488729211
4,Jamal Crawford,0.050743141067827784,-0.9645371439242939
5,Tyson Chandler,-0.05676140213667587,0.4384559627869851
6,Pau Gasol,-0.6031875582684084,0.3450585079477048
7,Joe Johnson,-0.1467957071978736,-0.12504109766571816
8,Richard Jefferson,-0.09819089607098058,-0.10771986822529131
9,Zach Randolph,-0.03361746419915753,-1.1937673733900003
10,Tony Parker,-0.17904160621044274,-0.2054108001119618
11,Nene,0.0421263202731439,0.13154782928967823
12,LeBron James,-0.12718111045980401,-0.5515388366802291
13,Carmelo Anthony,0.14218490290685462,0.4595722436587949
14,Dwyane Wade,-0.04722224331573741,0.34927484930900365
15,David West,0.30441425602676137,0.4732068529635956
16,Zaza Pachulia,0.3345496088054941,-0.0020363329899699854
17,Kyle Korver,0.352249587001478,0.20418989954945105
18,Dwight Howard,-0.08581685487875533,-0.41047271095979754
19,Shaun Livingston,0.6501123500784773,0.4370898383830054
20,Devin Harris,0.23831821532852984,-0.06350494655557373
21,Andre Iguodala,-0.03604954059097548,0.479057541125922
22,Al Jefferson,-0.23605190213632274,-0.2525841065528588
23,JR Smith,-0.4842268110452498,-0.8001327001286482
24,Jameer Nelson,0.1504659980970308,0.11970101526932599
25,Tony Allen,-0.01902270170975838,0.0747507680010517
26,Trevor Ariza,0.06379065399477549,0.004553118772930148
27,Damien Wilkins,0.02143700409251465,0.057416075797981025
28,Andrew Bogut,-0.02007668980244401,0.1369634777678036
29,Marvin Williams,0.06685934479940113,0.013891455809883815
30,Chris Paul,0.07901149456285697,0.12020878453041758
31,Raymond Felton,-0.47240868008736875,0.31139387040922173
32,Channing Frye,0.45533805331460286,0.03220676751792342
33,Gerald Green,-0.08607543393633794,0.08172409496685847
34,Jarrett Jack,-0.024028612516784866,0.01220803382931652
35,Ian Mahinmi,0.17272426209091482,0.0344375163718298
36,CJ Miles,-0.4436750949379548,0.06895610985883296
37,Ersan Ilyasova,0.20975735589190617,-0.12042185236597854
38,Lou Williams,-0.17313799752005726,-0.09534847830437167
39,Amir Johnson,-0.14277813551662277,0.364918417171998
40,Marcin Gortat,0.12380439547037073,-0.1124619383280613
41,Jose Calderon,-0.010872485065323168,-0.11351552029236192
42,LaMarcus Aldridge,0.2662257990409924,-0.05963451499831814
43,Rudy Gay,0.21081717603337194,0.01757582017541337
44,JJ Redick,-0.030340223647151436,-0.029492299725764233
45,Thabo Sefolosha,0.28323691177487187,0.39156477142971
46,Rajon Rondo,0.3220312854176329,-0.07480329661293636
47,Kyle Lowry,0.09535844704189753,0.4193862078334348
48,PJ Tucker,0.32850155192152664,-0.03759059938359556
49,Paul Millsap,0.2135000043413845,-0.08015880309737634
50,J.J. Barea,-0.11808097513464282,-0.3880374707701348
51,Kevin Durant,0.4883140372501432,0.1755687587496347
52,Al Horford,0.815021375508071,0.5018534611115436
53,Mike Conley,-0.04459202986620378,0.24829772962806726
54,Jeff Green,0.00990649082143098,0.3433452962345208
55,Corey Brewer,-0.12691278996480387,-0.0784582033060743
56,Brandan Wright,-0.2771342721494137,0.36867599432151266
57,Thaddeus Young,0.49572031033368497,-0.07187383082749789
58,Nick Young,0.08412119162292547,0.02371678822180166
59,Marco Belinelli,-0.5231210273465573,-0.352633901603888
60,Jason Smith,-0.07315348962734614,0.18437701258432385
61,Jared Dudley,0.0322163394617018,-0.08667122499336968
62,Wilson Chandler,0.05074318748785064,-0.13475049368494843
63,Aaron Brooks,0.04344093048517684,-0.17396863503884535
64,Arron Afflalo,0.0950241645166091,-0.21590287053865317
65,Marc Gasol,-0.7672556777014622,-0.19794057697839482
66,Ramon Sessions,-0.14974206676594762,0.10307169449859982
67,Anthony Tolliver,-0.5037989079967147,-0.3076420251607334
68,Michael Beasley,0.20551174039322462,0.05950160825237819
69,Derrick Rose,-0.04730784847200796,-0.1937010366676824
70,Russell Westbrook,0.5761143149367978,0.3703841130826888
71,Kevin Love,-0.2943190425119267,-0.31426851097751357
72,Danilo Gallinari,-0.28824586765731675,0.03649174250340312
73,Eric Gordon,-0.12559731983765968,0.18323735967297575
74,D.J. Augustin,-0.2891915872498183,0.30454189079388805
75,Brook Lopez,0.16789491718504682,0.3080556976872937
76,Jerryd Bayless,0.1281590605063481,0.14903844748138093
77,Robin Lopez,-0.014398636625272134,0.03751473102491141
78,Marreese Speights,-0.21741846824485234,0.2298571272670913
79,JaVale McGee,0.3386363354842211,-0.21772338051356574
80,Ryan Anderson,-0.20214320981796075,-0.3839369030340445
81,Courtney Lee,-0.1318584247711958,0.34475604525560205
82,Kosta Koufos,-0.7350590732736196,-0.5151307525221103
83,Serge Ibaka,0.2656218017862081,0.400052274390374
84,Nicolas Batum,-0.0024225495673986137,-0.26066342592532726
85,George Hill,0.22375695289331965,-0.984143104741431
86,Mario Chalmers,-0.3975663427405556,0.12691111793057527
87,DeAndre Jordan,0.014215051383702316,-0.32258175743693535
88,Omer Asik,0.054548571459285794,-0.023845099554870706
89,Luc Mbah a Moute,0.02438380371105451,0.24283593284956956
90,Goran Dragic,-0.03386474555850243,0.16045328542172738
91,Bobby Brown,-0.0161295413185471,-0.23064224570356362
92,Blake Griffin,0.08947514841543433,-0.010262683320080911
93,James Harden,0.0279687904929645,-0.3940619242252154
94,Tyreke Evans,-0.6679678628501972,0.3920898236373041
95,Ricky Rubio,0.2008120385071345,0.050530094568396966
96,Stephen Curry,0.5558648059577928,0.03010762830150814
97,DeMar DeRozan,0.4149071456600391,0.449294794238055
98,James Johnson,0.1250507704217501,0.28311229827171575
99,Jrue Holiday,0.8670516584629104,1.0757433852538623
100,Jeff Teague,0.09449858306613734,-0.5168211155028297
101,Darren Collison,0.6022085166324269,-0.08767417842366083
102,Omri Casspi,0.024430821796583582,0.46330961917155455
103,Taj Gibson,0.22081442935911844,-0.022008265944539734
104,DeMarre Carroll,-0.4262371244606229,0.21924279071584324
105,Wayne Ellington,0.08868324263976661,-0.06767272551896698
106,Dante Cunningham,-0.05897255962529502,0.49811253296616137
107,Jonas Jerebko,0.1385164491985744,-0.08913244250802359
108,Jodie Meeks,-0.20448163462715832,-0.1956697108907224
109,Patrick Beverley,-0.24206356310593977,-0.1326676786155451
110,Danny Green,-0.3138248734006521,0.037675276023141316
111,Patty Mills,0.0372159772086294,-0.21618531592088822
112,Garrett Temple,-0.33803551844902974,-0.595046207367234
113,Wesley Matthews,-0.3431310781795882,-0.5577208426157959
114,John Wall,0.12077454841134078,0.0019353159414935111
115,Evan Turner,-0.9053752388964279,0.40634028398632654
116,Derrick Favors,0.18441291912950594,0.05193268290964801
117,Wesley Johnson,-0.10160438726724323,0.1757270850635406
118,DeMarcus Cousins,0.5307601501998725,0.1515306164792347
119,Ekpe Udoh,0.21708837425913954,0.18287416495332073
120,Greg Monroe,-0.22487064431933795,-0.05556171091230235
121,Al-Farouq Aminu,-0.2779212448023394,0.43635321323033716
122,Paul George,0.311718601013425,0.36515780413770543
123,Ed Davis,-0.023476809348360852,0.40828842529951836
124,Patrick Patterson,-0.11322507452624474,-0.09135717332891255
125,Luke Babbitt,-0.0941977769292161,-0.3574720372822086
126,Eric Bledsoe,-0.37971829856289524,-0.047572076627193385
127,Avery Bradley,0.06905631718707204,0.35554241668921005
128,Trevor Booker,0.4057953882755627,-0.04644680674951128
129,Quincy Pondexter,-0.20343588470163904,-0.19023527397511505
130,Hassan Whiteside,-0.5189353478872578,0.13880548768600096
131,Nemanja Bjelica,0.10096383729940586,-0.1841096774441962
132,Lance Stephenson,0.3747889338537919,-1.1112224434870899
133,Timofey Mozgov,-0.15640086751310775,-0.22755848929926542
134,Ish Smith,-0.3012881710633428,0.0915241166191901
135,Lance Thomas,0.10108369047252277,0.045717520467083134
136,Kyrie Irving,0.2438639362068325,0.5009303965718218
137,Enes Kanter,-0.2596472162962451,-0.16742349119704683
138,Tristan Thompson,-0.608182369395923,0.09303110148541924
139,Jonas Valanciunas,0.02048295152848164,-0.09596321804754353
140,Bismack Biyombo,-0.11079039878655593,-0.13346338147850506
141,Kemba Walker,0.3203550916400633,-0.11570874423564695
142,Klay Thompson,0.7424392559765479,0.5344904078971114
143,Alec Burks,-0.049529562085958045,-0.20147857766918417
144,Markieff Morris,-0.23906017088716047,0.1062556451317689
145,Marcus Morris,-0.18617087931560555,0.059510900299957536
146,Kawhi Leonard,0.01332983112639226,0.0909196849992687
147,Nikola Vucevic,0.4108635943938002,0.18196492033249032
148,Iman Shumpert,-0.027596787455765007,0.34379540106491663
149,Tobias Harris,0.5600838603937469,0.06000855406996331
150,Kenneth Faried,-0.0388595560557496,-0.37992365680765566
151,Nikola Mirotic,0.6641112905944202,0.33316922975456786
152,Reggie Jackson,0.3446079527157996,0.04943159137316222
153,Cory Joseph,-0.12666712125435772,-0.7778280329867262
154,Jimmy Butler,0.49869057599001654,-0.19762825324308028
155,Bojan Bogdanovic,0.06390847208986045,0.08684503036102192
156,Shelvin Mack,-0.01880076923938881,-0.14167899871944878
157,Chandler Parsons,0.14303124040579157,0.1542215964788699
158,Jon Leuer,0.07983894852680426,0.10767011044459211
159,Davis Bertans,0.14845157660221367,0.31602990209559845
160,DeAndre Liggins,-0.20573070809496227,-0.33656559658942103
161,DeAndre Liggins,-0.20573070809496227,-0.33656559658942103
162,ETwaun Moore,0.49863501954052925,-0.1788397898007272
163,Isaiah Thomas,-0.18769045852519253,-0.13010405729082714
164,Dwight Buycks,0.05598449916771784,0.1027587270701992
165,Anthony Davis,0.35325509844960107,0.5505041949690632
166,Michael Kidd-Gilchrist,0.4932076513092121,-0.12230294487908622
167,Bradley Beal,0.21270213606787483,0.37051580699999265
168,Dion Waiters,-0.08538647728842293,-0.12996868580053128
169,Damian Lillard,-0.4301753147237393,0.36230075347614465
170,Terrence Ross,0.35209961661915795,0.2929863421855554
171,Andre Drummond,0.2192229102321592,0.0997185217049823
172,Harrison Barnes,-0.27445177785575314,-0.11559658034774371
173,Austin Rivers,0.04004113806304979,-0.5941222892147714
174,Meyers Leonard,-0.1430868210571194,0.044754664840242146
175,Jeremy Lamb,0.001290956674271284,0.018532518909376402
176,John Henson,0.41426439427281647,-0.19297504297298923
177,Maurice Harkless,-0.3161016862029456,0.06254862392170749
178,Tyler Zeller,-0.03554791170432806,-0.118762301000578
179,Evan Fournier,0.15351739313826696,0.03678013532006508
180,Miles Plumlee,0.42534830739399243,0.04750232262405893
181,Tomas Satoransky,-0.15679083983723055,-0.09116835294766013
182,Jae Crowder,-0.22811469285191416,-0.2818414360657886
183,Draymond Green,0.5724639709277209,0.33009987437249955
184,Quincy Acy,0.12538242766643448,-0.12448300199284124
185,Khris Middleton,0.5275644188483977,-0.43785014374524617
186,Will Barton,0.35165974294428876,-0.4604826991938447
187,Mike Scott,0.17067679651901435,-0.01381217336194503
188,Darius Miller,0.32236924679677575,0.3621267449097254
189,Kyle OQuinn,0.36533782135217246,0.2957732585649185
190,Mirza Teletovic,0.07516092431355766,-0.04220228867759953
191,Kent Bazemore,0.15293889067495048,-0.18882861603261675
192,Willie Reed,-0.2084329980265033,-0.31700254981846226
193,Justin Holiday,0.3308651983718837,0.5287676466258184
194,JaMychal Green,-0.10083677108933285,-0.4978705827119295
195,Aron Baynes,-0.08026984261629773,0.16709667608765832
196,Nerlens Noel,-0.44060299023123156,-0.2996039478299892
197,Alex Len,-0.21264382026303708,-0.12707633302386132
198,Allen Crabbe,0.02691086270865116,-0.24157657573730995
199,Andre Roberson,-0.21409947648548613,0.1876448637778286
200,Ben McLemore,-0.21684128558295523,0.2957343194595368
201,Brandon Paul,-0.10709457588219051,-0.0471220332812328
202,CJ McCollum,-0.5247806572361421,0.3841075785064762
203,Cody Zeller,0.05293282999995309,0.006528851840800419
204,Dennis Schroder,0.3581715177737275,-0.4794862580220897
205,Dewayne Dedmon,0.08175405815128574,0.3756507989488916
206,Gorgui Dieng,0.25939153286306466,-0.44724054100045973
207,Isaiah Canaan,-0.010647342642745874,0.19750514028668387
208,Kelly Olynyk,0.4693681287532531,-0.2129848793432442
209,Kentavious Caldwell-Pope,0.17971980847812113,0.20760526626098025
210,Lorenzo Brown,0.003487738077880548,0.09153909936763827
211,Mason Plumlee,0.39144433185096533,-0.5979373421481856
212,Michael Carter-Williams,-0.5179256860626228,-0.1756214275939529
213,Mike Muscala,-0.5084894269402438,0.006000653800256189
214,Otto Porter Jr.,0.1401719351872261,0.24910539155791223
215,Reggie Bullock,-0.1751633948280114,-0.1624628287988095
216,Robert Covington,0.5512049960584189,0.3444015239244701
217,Rudy Gobert,-0.12253827157716674,-0.11795115511347355
218,Shabazz Muhammad,-0.3441175038464261,-0.6694625773794111
219,Shane Larkin,-0.33568033640692835,-0.15459021600487508
220,Steven Adams,0.32772475547723184,0.2894854656995349
221,Tim Hardaway Jr.,0.06727612220377328,0.4804810665200931
222,Tony Snell,0.36232133595693145,-0.5367200889078593
223,Victor Oladipo,0.16988362057023423,0.057760626172956915
224,Giannis Antetokounmpo,0.0926102430293015,0.02723891995595044
225,Lucas Nogueira,0.188116707214541,0.244611340522516
226,James Ennis III,-0.35941421529371603,-0.21882773576881182
227,Alex Abrines,-0.016700633072182308,0.036246130003611196
228,Matthew Dellavedova,-0.07481849174974382,-0.4063001522751032
229,Raul Neto,0.02639475206175231,0.36178502176070837
230,Joffrey Lauvergne,-0.3082785803668,-0.051681878779230625
231,Ian Clark,0.1671610506550643,0.15656232101319403
232,Troy Daniels,-0.2727949062911157,-0.042136310341793146
233,Jonathon Simmons,0.21785116898520582,-0.22026051415836106
234,C.J. Williams,-0.20830202548897117,-0.42674224896499907
235,Shabazz Napier,-0.20982352736914317,0.36634867690164646
236,Zach LaVine,-0.018523680954226473,0.02748026163356175
237,Tyler Ennis,0.10847133294682326,0.02328646177146815
238,Elfrid Payton,-0.053288734503042695,-0.24353538889169699
239,Jordan Clarkson,0.47168133036582444,0.09298643803393963
240,Gary Harris,0.21559757189601886,-0.35186284477710933
241,Spencer Dinwiddie,-0.16639640447376292,-0.02717105649496421
242,Nik Stauskas,-0.2481348426675535,0.10484362932485031
243,Rodney Hood,0.28917829901894926,-0.07082284548096646
244,Jerami Grant,0.07634559476655876,0.1926810865840326
245,Joe Harris,-0.29847166153004984,-0.10329721900449922
246,Doug McDermott,-0.07235453836555274,0.4422103567229523
247,Sean Kilpatrick,-0.3487270001948951,-0.3027121533863941
248,Aaron Gordon,-0.005301289756068372,0.14833038874675397
249,TJ Warren,-0.5952855571041328,0.2758678670663433
250,Marcus Smart,0.10822001695491086,1.038499296275073
251,Kyle Anderson,-0.07266460356643356,0.16078582253852963
252,Dwight Powell,0.03791229230456934,0.1296507825056964
253,Noah Vonleh,-0.17783668484484114,0.36672732865645086
254,Julius Randle,0.16164018999923707,0.1883717180498099
255,Johnny OBryant III,-0.16145447286512296,0.029351451774959018
256,Andrew Wiggins,0.10669356289393381,-0.2281784178561589
257,Joel Embiid,-0.002823911187525266,0.4186349107729375
258,JaKarr Sampson,0.08488373806395541,-0.002258743114401938
259,Eric Moreland,-0.14725637065165434,-0.22055469220629123
260,Josh Huestis,0.3517932992322316,0.3704247856006416
261,Jamil Wilson,0.056913417379205966,-0.10997398248556578
262,Dario Saric,-0.42288022104676387,-0.06132752668107165
263,Clint Capela,-0.2662900378276744,-0.18501902683921323
264,Bogdan Bogdanovic,-0.28125511285308613,-0.620389952340478
265,Jusuf Nurkic,-0.5865536556448814,0.25104008362520946
266,Nikola Jokic,0.13083935221788354,-0.30475812545420444
267,Kristaps Porzingis,-0.13963820022224613,0.6254845913879509
268,Tyler Johnson,-0.05450347335893942,0.24266763306348615
269,Tim Frazier,-0.06926180913742566,0.030834669955691483
270,Tarik Black,-0.15761552480186936,-0.09646915546048922
271,Langston Galloway,0.16505421858939728,0.22863822111828344
272,Joe Ingles,-0.16647051787741646,0.10268200489110971
273,T.J. McConnell,0.02186943979815757,0.6795113176147738
274,Jahlil Okafor,-0.13351160439682697,-0.1834935537607947
275,Emmanuel Mudiay,0.3290033572965389,-0.26439597894444566
276,Tyus Jones,0.2523829288267178,-0.08375330630712621
277,Justin Anderson,-0.1963389788293572,-0.14315986828500496
278,Montrezl Harrell,-0.3275897261622297,0.13208426791671868
279,Andrew Harrison,-0.5024730496841047,-0.5141875475427019
280,Delon Wright,-0.09049513948331325,0.16259826946450015
281,Sam Dekker,-0.2860668542026735,0.1580267648563772
282,DAngelo Russell,-0.2960331301680434,-0.04447095779876665
283,Karl-Anthony Towns,0.35436865075573115,-0.5747627644730264
284,Richaun Holmes,0.14120393280959018,-0.03911435146556086
285,Justise Winslow,0.34927688948607905,-0.4754011163239155
286,Willie Cauley-Stein,0.1520022981141323,-0.5788120815842541
287,Kelly Oubre Jr.,0.08912154138878188,-0.3050370631061928
288,Frank Kaminsky,0.11834486605423841,-0.39185979957515965
289,Devin Booker,-0.24179751786952497,0.025590698373698616
290,Myles Turner,0.600321348540585,0.23116512623824564
291,Trey Lyles,-0.14795843867366593,0.4353391364750156
292,Stanley Johnson,0.06338024443578942,0.24629215895668272
293,Jerian Grant,-0.11734372536201101,-0.08821499512437825
294,Bobby Portis,0.15639641835394538,0.1174114300163436
295,Kevon Looney,-0.03214257532437124,0.228509104321039
296,Rashad Vaughn,-0.030727236447793356,0.047571496305412936
297,Jordan Mickey,0.2018104694848846,-0.2008101825478665
298,Dakari Johnson,-0.14326577612334812,0.08879125145986959
299,Rondae Hollis-Jefferson,-0.2994411903823255,-0.11462034010958937
300,Terry Rozier,0.23908539694641745,0.49762912023854516
301,Norman Powell,-0.15563507755893383,0.4004575850558159
302,Jarell Martin,-0.46697821855306004,-0.31764495273818655
303,Quinn Cook,-0.003283261299299255,-0.02231431961447347
304,Chris McCullough,-0.01769568268008291,-0.03489074302670228
305,Pat Connaughton,0.07201586833272708,0.390942589088727
306,Willy Hernangomez,-0.04010165496931285,0.16768220234988807
307,Josh Richardson,0.4922200378807735,0.04687534574471375
308,Joe Young,-0.13108624998108206,-0.3760243663713723
309,Treveon Graham,-0.35230098351121003,-0.027813564721273252
310,Larry Nance Jr.,-0.06762641927484941,-0.01595663965313365
311,Mario Hezonja,-0.05646893528447051,-0.24531487235617244
312,Royce ONeale,0.1344158788165038,0.34823136154404116
313,Cedi Osman,-0.15940304688331589,0.08992326768027921
314,Cristiano Felicio,-0.13440961823503284,-0.3538488475334405
315,Boban Marjanovic,-0.06895710756993091,0.03715302293500604
316,Salah Mejri,0.310586848588148,0.42989877338985816
317,Malcolm Delaney,-0.2381085660251877,0.04573273443041839
318,Briante Weber,-0.15231341789161215,-0.19734601909312563
319,Ben Simmons,-0.25686277794315937,0.3299722032771769
320,Dragan Bender,-0.3634941273785568,-0.04091081315497627
321,Domantas Sabonis,0.25633142714127277,-0.304888814818216
322,Malik Beasley,0.03926250884816435,0.34057859348975084
323,Marquese Chriss,0.14622378466987807,0.09172092019399479
324,Deyonta Davis,-0.10352766145543181,0.08412731944749006
325,Kris Dunn,0.28203345973613714,-0.0821135380612697
326,Henry Ellenson,-0.02569116731212204,0.14914125126127137
327,Buddy Hield,0.03363898468464015,-0.31439379721428967
328,Brandon Ingram,-0.05073504063064333,0.2802070460909906
329,Skal Labissiere,0.11390569179989073,-0.30070777110064495
330,Caris LeVert,-0.4836357432109672,-0.03137330461077075
331,Thon Maker,0.006450284339043482,-0.4698156170548898
332,Dejounte Murray,0.03949810925695736,0.8003106278133676
333,Jamal Murray,-0.13174275687636106,-0.5597897993028562
334,Jakob Poeltl,-0.0013480541835595424,0.40097320518889984
335,Taurean Prince,0.016348579118360736,0.17728205255835597
336,Zhou Qi,-0.04025572427203307,-0.06912165361615703
337,Tyler Ulis,-0.08666501012630737,-0.16218533519962725
338,Denzel Valentine,-0.10116917059543969,0.08200574128274302
339,Ron Baker,0.015029732900887877,0.31355804018350986
340,Jaylen Brown,0.040238662518609615,0.6816798547264193
341,DeAndre Bembry,-0.1129437725544398,-0.37064087282975855
342,Malcolm Brogdon,0.3148199798523004,-0.343917122837574
343,Cheick Diallo,-0.06624370891260911,-0.15439631140602394
344,Kay Felder,0.025762857411012693,-0.09240951752656229
345,Jake Layman,-0.06028024139156641,0.1265604904499367
346,Patrick McCaw,-0.17876520355729145,-0.24137755162743132
347,Gary Payton II,-0.030474363896315953,-0.009652982543257605
348,Malachi Richardson,0.029926824002594582,-0.44826753914903766
349,Wayne Selden,-0.14649309586534287,0.040696725415435904
350,Pascal Siakam,0.18825763831457965,0.1306147361411013
351,Isaiah Whitehead,-0.261032250214307,0.04301124994918574
352,Timothe Luwawu-Cabarrot,0.06951137430735478,0.037852024175417
353,Yogi Ferrell,-0.15983373180746793,0.3638721521904878
354,Alex Poythress,-0.0875830165899453,-0.09442032947063717
355,Isaiah Taylor,0.22389599158767207,0.12985514904626588
356,Tyrone Wallace,0.01234799523403445,0.24464779380731697
357,Juan Hernangomez,0.04598461626322387,-0.12407790109577538
358,Guerschon Yabusele,-0.08972710882487998,-0.1522011572144807
359,Dorian Finney-Smith,-0.0655888937468746,0.0033107154588535087
360,Fred VanVleet,-0.005973856933666985,0.3491758902727575
361,Georgios Papagiannis,0.07416980108858945,-0.14048803673022625
362,Paul Zipser,-0.06520336129588,-0.11376768704036339
363,Abdel Nader,-0.024077428328815296,-0.2986911101457399
364,Bryn Forbes,0.127852023470582,-0.11402745518867065
365,Okaro White,0.04846107761780813,-0.11654123917683812
366,Danuel House,-0.07468510739866267,0.2447771209814244
367,Marcus Georges-Hunt,0.06588946859745595,0.031161991454049708
368,Derrick Jones Jr.,-0.25638870384971413,0.13822442560047374
369,Alex Caruso,-0.07730866349179973,0.12296577989165264
370,David Nwaba,0.3394460110878361,0.36438242148766303
371,Markelle Fultz,-0.18749291109877622,0.0007841111272498361
372,Lonzo Ball,0.0048902373038474944,0.3844987832536916
373,Josh Jackson,0.05443154875128574,-0.09308858688805795
374,DeAaron Fox,-0.022529379484726022,-1.0875047332102334
375,Jayson Tatum,-0.16173505811322422,0.6060016143842982
376,Malik Monk,-0.05023575999611632,-0.25615882330680845
377,Jonathan Isaac,0.17456223083782618,-0.014750996751474814
378,Dennis Smith Jr.,-0.13507653225043184,-0.3124452156222969
379,Frank Ntilikina,-0.0621899647563016,0.637452548472935
380,Lauri Markkanen,-0.32453781801684956,0.03890079268127495
381,Donovan Mitchell,-0.038330355834199026,0.07064647789988934
382,Luke Kennard,0.11649973515936966,0.008454024024986604
383,Zach Collins,0.2699081055643631,-0.06668822766800281
384,John Collins,-0.6282373014302994,-0.04624300603789837
385,Justin Jackson,-0.05270975609592595,-0.12842964441512875
386,OG Anunoby,0.1325356246024341,0.15811324893384843
387,Jarrett Allen,-0.6176762702319089,0.06276379258864095
388,TJ Leaf,-0.13442027867903003,-0.6278572118331985
389,Bam Adebayo,0.2726202720299087,-0.06526790636388306
390,Terrance Ferguson,-0.14132543929526192,-0.09404443269665193
391,Jawun Evans,-0.09683225060291951,-0.040186688340425325
392,Jordan Bell,0.5245282762569239,0.2305581616590893
393,Kyle Kuzma,0.5599066940835716,-0.161502939647572
394,Semi Ojeleye,-0.03659576853216487,0.02529310643273491
395,Derrick White,0.02076921449834957,0.2541834594996832
396,Caleb Swanigan,0.0005200264274169226,0.015883943204812373
397,Josh Hart,0.1652300581909065,-0.3058943702794627
398,Dwayne Bacon,-0.12896778465810718,0.1929499104326714
399,Wes Iwundu,-0.1786445384009807,-0.2574753601080821
400,Frank Mason,0.10845046185938893,-0.24160667101393923
401,Sindarius Thornwell,-0.8434293642978321,0.22377529633482318
402,Dillon Brooks,-0.5310622918413672,-0.12529880571983726
403,Tyler Dorsey,0.029831912315465968,0.17244794219725235
404,Damyean Dotson,-0.13122627261985106,-0.01817329339857206
405,Kobi Simmons,0.048240821677834944,-0.30107579320426353
406,Sterling Brown,-0.007954475212057015,0.01577843824522631
407,Mike James,-0.209765165773833,0.06979877607543404
408,Milos Teodosic,0.09355425662686025,0.1938440700199954
409,Tyler Cavanaugh,0.23093196789312034,-0.2616035939873426
410,Daniel Theis,-0.03356219926302867,0.03452696829805147
411,Maxi Kleber,0.08337248437263553,-0.057865893654809805
412,Antonio Blakeney,-0.12435820532100303,-0.0017024881848002346
413,Torrey Craig,-0.027780558293914816,-0.019108588792251233
414,Derrick Walton Jr.,-0.014713791369980212,-0.2703422766425552
